state,district,name,state_rank,national_rank,college_readiness_score,tested_ap_ib,pass_ap_ib,math_score,math_proficient,math_not_proficient,reading_score,reading_proficient,reading_not_proficient,student_teacher_ratio,street_address,city,total_enrollment,total_economically_disadvantaged,receives_title_i_funding,ap_student_performance_participation_rate,ap_student_performance_participant_passing_rate,ap_student_performance_exam_per_test_taker,ap_student_performance_exam_pass_rate
California,Northern Humboldt Union High,Arcata High School,,Unranked,26.2,31.00%,71.00%,,,,,,,,1720 M ST,"ARCATA, CA 95521",818,N/A,Yes,31.00%,79.00%,3.6,71.00%
California,Oxnard Union High,"Architecture, Construction & Engineering Charter H",,Unranked,N/A,,,,,,,,,,570 AIRPORT WAY,"CAMARILLO, CA 93010",224,99.00%,No,,,,
California,Amador County Unified School District,Argonaut High,,Unranked,24.2,33.00%,66.00%,,,,,,,,501 ARGONAUT LN,"JACKSON, CA 95642",589,N/A,Yes,33.00%,65.00%,2.4,66.00%
California,Ceres Unified School District,Argus High (Continuation),,Unranked,N/A,,,,,,,,,,2555 LAWRENCE ST,"CERES, CA 95307",299,N/A,Yes,,,,
California,Oakland Unified School District,Arise High,,Unranked,N/A,,,,,,,,,,3301 EAST 12TH ST,"OAKLAND, CA 94601",236,N/A,Yes,,,,
California,Santa Cruz City High,Ark Independent Studies,,Unranked,N/A,,,,,,,,,,840 NORTH BRANCIFORTE AVE,"SANTA CRUZ, CA 95062",55,N/A,No,,,,
California,Los Angeles Unified School District,Arleta High,,Unranked,15.3,22.00%,35.00%,,,,,,,,14200 VAN NUYS BLVD,"ARLETA, CA 91331","1,661",N/A,Yes,22.00%,59.00%,2.2,35.00%
California,Riverside Unified School District,Arlington High,,Unranked,20.8,36.00%,26.00%,,,,,,,,2951 JACKSON ST,"RIVERSIDE, CA 92503","2,173",N/A,Yes,36.00%,44.00%,3.2,26.00%
California,Fairfield-Suisun Unified School District,Armijo High,,Unranked,22.6,11.00%,76.00%,,,,,,,,824 WASHINGTON ST,"FAIRFIELD, CA 94533","2,240",N/A,Yes,11.00%,80.0%,1.3,76.00%
California,Charter Oak Unified School District,Arrow High (Continuation),,Unranked,N/A,,,,,,,,,,1505 SOUTH SUNFLOWER AVE,"GLENDORA, CA 91740",81,N/A,Yes,,,,
California,San Diego Unified School District,Arroyo Paseo Charter High,,Unranked,N/A,,,,,,,,,,4001 UNIVERSITY AVE,"SAN DIEGO, CA 92105",130,N/A,Yes,,,,
California,San Bernardino City Unified School District,Arroyo Valley High,,Unranked,20.8,29.00%,40.0%,,,,,,,,1881 WEST BASELINE ST,"SAN BERNARDINO, CA 92411","2,863",N/A,Yes,29.00%,61.00%,2.7,40.0%
California,ABC Unified School District,Artesia High School,,Unranked,22.9,34.00%,40.0%,,,,,,,,12108 EAST DEL AMO BLVD,"LAKEWOOD, CA 90715","1,452",N/A,Yes,34.00%,57.00%,2.3,40.0%
California,Sacramento City Unified School District,Arthur A. Benjamin Health Professions Hi,,Unranked,8.1,32.00%,0%,,,,,,,,451 MCCLATCHY WAY,"SACRAMENTO, CA 95818",391,N/A,Yes,32.00%,0%,1.5,0%
California,Kern Union High,Arvin High,,Unranked,12.7,18.00%,36.00%,,,,,,,,900 VARSITY RD,"ARVIN, CA 93203","2,487",N/A,Yes,18.00%,63.00%,2.8,36.00%
California,Oakland Unified School District,Aspire Millsmont Secondary Academy,,Unranked,N/A,,,,,,,,,,1009 66TH AVE,"OAKLAND, CA 94610",395,N/A,Yes,,,,
California,San Diego Unified School District,Audeo Charter,,Unranked,N/A,,,,,,,,,,10170 HUENNEKENS ST,"SAN DIEGO, CA 92121",594,N/A,Yes,,,,
California,Calexico Unified School District,Aurora High (Continuation),,Unranked,N/A,,,,,,,,,,641 ROCKWOOD AVE,"CALEXICO, CA 92231",205,N/A,Yes,,,,
California,Los Angeles Unified School District,Avalon High,,Unranked,N/A,,,,,,,,,,1425 NORTH AVALON BLVD,"WILMINGTON, CA 90744",137,N/A,Yes,,,,
California,Long Beach Unified School District,Avalon K-12,,Unranked,41.5,58.00%,36.00%,,,,,,,,200 FALLS CANYON RD,"SANTA CATALINA, CA 90704",629,N/A,Yes,58.00%,61.00%,2.7,36.00%
California,Reef-Sunset Unified School District,Avenal High,,Unranked,19.1,33.00%,32.00%,,,,,,,,601 MARIPOSA ST,"AVENAL, CA 93204",631,N/A,Yes,33.00%,43.00%,2.3,32.00%
California,Azusa Unified School District,Azusa High,,Unranked,31.4,42.00%,54.00%,,,,,,,,240 NORTH CERRITOS AVE,"AZUSA, CA 91702","1,363",N/A,Yes,42.00%,66.00%,2.9,54.00%
California,Newport-Mesa Unified School District,Back Bay High,,Unranked,N/A,,,,,,,,,,390 MONTE VISTA AVE,"COSTA MESA, CA 92627",119,N/A,Yes,,,,
California,South San Francisco Unified School District,Baden High (Continuation),,Unranked,N/A,,,,,,,,,,825 SOUTHWOOD DR,"SOUTH SAN FRANCISCO, CA 94080",128,N/A,Yes,,,,
California,Baker Valley Unified School District,Baker High,,Unranked,N/A,,,,,,,,,,72100 SCHOOL HOUSE LN,"BAKER, CA 92309",59,N/A,Yes,,,,
California,Kern Union High,Bakersfield High,,Unranked,18.1,25.00%,60.0%,,,,,,,,1241 G ST,"BAKERSFIELD, CA 93301","2,824",N/A,Yes,25.00%,65.00%,4.2,60.0%
California,Baldwin Park Unified School District,Baldwin Park High,,Unranked,23.2,34.00%,37.00%,,,,,,,,3900 NORTH PUENTE AVE,"BALDWIN PARK, CA 91706","2,298",N/A,Yes,34.00%,57.00%,3.1,37.00%
California,Banning Unified School District,Banning High,,Unranked,19.3,36.00%,22.00%,,,,,,,,100 WEST WESTWARD,"BANNING, CA 92220","1,129",77.00%,Yes,36.00%,38.00%,3.9,22.00%
California,Banning Unified School District,Banning Independent Study,,Unranked,N/A,,,,,,,,,,541 NORTH ALESSANDRO RD,"BANNING, CA 92220",79,39.00%,Yes,,,,
California,Barstow Unified School District,Barstow High,,Unranked,12.5,21.00%,38.00%,,,,,,,,430 SOUTH FIRST AVE,"BARSTOW, CA 92311","1,441",N/A,Yes,21.00%,46.00%,2.1,38.00%
California,Bassett Unified School District,Bassett Senior High,,Unranked,16.9,24.00%,40.0%,,,,,,,,755 ARDILLA AVE,"LA PUENTE, CA 91746","1,165",62.00%,Yes,24.00%,61.00%,3.2,40.0%
California,Alameda City Unified School District,Bay Area School of Enterprise,,Unranked,N/A,,,,,,,,,,1900 THIRD ST,"ALAMEDA, CA 94501",162,71.00%,No,,,,
California,San Marcos Unified School District,Bayshore Preparatory Charter,,Unranked,N/A,,,,,,,,,,1175 LINDA VISTA DR,"SAN MARCOS, CA 92078",131,N/A,No,,,,
California,Moreno Valley Unified School District,Bayside Community Day,,Unranked,N/A,,,,,,,,,,24975 BAY AVE,"MORENO VALLEY, CA 92553",190,98.00%,Yes,,,,
California,Long Beach Unified School District,Beach High-Intensive Learning Program,,Unranked,N/A,,,,,,,,,,3701 EAST WILLOW ST,"LONG BEACH, CA 90815",333,N/A,Yes,,,,
California,Montebello Unified School District,Bell Gardens High,,Unranked,18.6,37.00%,22.00%,,,,,,,,6119 AGRA ST,"BELL GARDENS, CA 90201","3,269",N/A,Yes,37.00%,33.00%,3,22.00%
California,Los Angeles Unified School District,Bell Senior High,,Unranked,29.2,43.00%,32.00%,,,,,,,,4328 BELL AVE,"BELL, CA 90201","4,290",N/A,Yes,43.00%,58.00%,2.7,32.00%
California,Los Angeles Unified School District,Belmont Senior High,,Unranked,26,47.00%,17.00%,,,,,,,,1575 WEST 2ND ST,"LOS ANGELES, CA 90026","1,212",N/A,Yes,47.00%,40.0%,2.9,17.00%
California,Los Angeles Unified School District,Benjamin Franklin Senior High,,Unranked,34.6,52.00%,35.00%,,,,,,,,820 NORTH AVE 54,"LOS ANGELES, CA 90042","1,862",N/A,Yes,52.00%,55.00%,3.3,35.00%
California,Los Angeles Unified School District,Berenece Carlson Home Hospital,,Unranked,N/A,,,,,,,,,,10952 WHIPPLE ST,"NORTH HOLLYWOOD, CA 91602",310,99.00%,Yes,,,,
California,Berkeley Unified School District,Berkeley High,,Unranked,40.2,52.00%,67.00%,,,,,,,,1980 ALLSTON WAY,"BERKELEY, CA 94704","3,205",N/A,Yes,52.00%,69.00%,3.4,67.00%
California,Berkeley Unified School District,Berkeley Technology Academy,,Unranked,N/A,,,,,,,,,,2701 MARTIN LUTHER KING JR. WA,"BERKELEY, CA 94704",136,98.00%,Yes,,,,
California,Antioch Unified School District,Bidwell Continuation High,,Unranked,N/A,,,,,,,,,,800 GARY AVE,"ANTIOCH, CA 94509",204,99.00%,Yes,,,,
California,Big Pine Unified School District,Big Pine High,,Unranked,N/A,,,,,,,,,,500 SOUTH MAIN ST,"BIG PINE, CA 93513",50,N/A,Yes,,,,
California,Big Valley Joint Unified School District,Big Valley Jr. Sr. High,,Unranked,N/A,,,,,,,,,,400 BRIDGE ST,"BIEBER, CA 96009",100,N/A,No,,,,
California,Biggs Unified School District,Biggs High,,Unranked,N/A,,,,,,,,,,3046 2ND ST,"BIGGS, CA 95917",164,N/A,Yes,,,,
California,Fontana Unified School District,Birch High (Continuation),,Unranked,N/A,,,,,,,,,,7930 LOCUST AVE,"FONTANA, CA 92336",356,N/A,Yes,,,,
California,Los Angeles Unified School District,Birmingham Community Charter High,,Unranked,20.7,38.00%,30.0%,,,,,,,,17000 HAYNES ST,"VAN NUYS, CA 91406","2,713",N/A,Yes,38.00%,39.00%,2.7,30.0%
California,Bishop Unified,Bishop Union High,,Unranked,16.1,24.00%,60.0%,,,,,,,,301 NORTH FOWLER ST,"BISHOP, CA 93514",667,N/A,No,24.00%,56.00%,2.4,60.0%
California,Pasadena Unified School District,Blair High School,,Unranked,17.1,25.00%,41.00%,,,,,,,,1201 SOUTH MARENGO AVE,"PASADENA, CA 91106","1,205",N/A,No,25.00%,57.00%,2.4,41.00%
California,Colton Joint Unified School District,Bloomington High,,Unranked,17.3,23.00%,55.00%,,,,,,,,10750 LAUREL AVE,"BLOOMINGTON, CA 92316","2,760",N/A,Yes,23.00%,65.00%,3.1,55.00%
California,San Bernardino County Office Of Education,Bob Murphy Co Community Day,,Unranked,N/A,,,,,,,,,,149 NORTH ARROWHEAD AVE,"RIALTO, CA 92376",95,97.00%,Yes,,,,
California,Muroc Joint Unified School District,Boron Junior-Senior High,,Unranked,N/A,,,,,,,,,,26831 PROSPECT ST,"BORON, CA 93516",267,N/A,Yes,,,,
California,Borrego Springs Unified School District,Borrego Springs High,,Unranked,57.4,85.00%,30.0%,,,,,,,,2281 DIEGUENO RD,"BORREGO SPRINGS, CA 92004",150,77.00%,Yes,85.00%,57.00%,2.4,30.0%
California,Sweetwater Union High,Bounce Back Independent Study High,,Unranked,N/A,,,,,,,,,,467 MOSS ST,"CHULA VISTA, CA 91911","2,152",N/A,Yes,,,,
California,William S. Hart Union High,Bowman (Jereann) High (Continuation),,Unranked,N/A,,,,,,,,,,21508 CENTRE POINTE PARKWAY,"SANTA CLARITA, CA 91350",511,N/A,No,,,,
California,Los Angeles Unified School District,Boyle Heights Continuation,,Unranked,N/A,,,,,,,,,,544 SOUTH MATHEWS ST,"LOS ANGELES, CA 90033",76,N/A,Yes,,,,
California,Campbell Union High,Boynton High,,Unranked,N/A,,,,,,,,,,901 BOYNTON AVE,"SAN JOSE, CA 95117",259,N/A,No,,,,
California,Chino Valley Unified School District,Boys Republic High,,Unranked,N/A,,,,,,,,,,3493 GRAND AVE,"CHINO HILLS, CA 91709",171,98.00%,Yes,,,,
California,Campbell Union High,Branham High,,Unranked,33,47.00%,52.00%,,,,,,,,1570 BRANHAM LN,"SAN JOSE, CA 95118","1,389",N/A,No,47.00%,61.00%,2.9,52.00%
California,Woodlake Union High,Bravo Lake High,,Unranked,N/A,,,,,,,,,,450 WEST SEQUOIA,"WOODLAKE, CA 93286",33,N/A,Yes,,,,
California,Brea-Olinda Unified School District,Brea Canyon High (Continuation),,Unranked,N/A,,,,,,,,,,689 NORTH WILDCAT WAY,"BREA, CA 92821",91,N/A,Yes,,,,
California,Hayward Unified School District,Brenkwitz High,,Unranked,N/A,,,,,,,,,,22100 PRINCETON ST,"HAYWARD, CA 94541",227,N/A,Yes,,,,
California,Newark Unified School District,Bridgepoint High (Continuation),,Unranked,N/A,,,,,,,,,,35753 CEDAR BLVD,"NEWARK, CA 94560",99,N/A,Yes,,,,
California,Martinez Unified School District,Briones (Alternative),,Unranked,N/A,,,,,,,,,,614 F ST,"MARTINEZ, CA 94553",72,N/A,Yes,,,,
California,San Jose Unified School District,Broadway High,,Unranked,N/A,,,,,,,,,,4825 SPEAK LN,"SAN JOSE, CA 95118",222,99.00%,Yes,,,,
California,Fullerton Joint Union High,Buena Park High School,,Unranked,30,45.00%,32.00%,,,,,,,,8833 ACADEMY DR,"BUENA PARK, CA 90621","1,937",N/A,Yes,45.00%,55.00%,4,32.00%
California,Chino Valley Unified School District,Buena Vista Continuation High,,Unranked,N/A,,,,,,,,,,13509 RAMONA AVE,"CHINO, CA 91710",193,N/A,Yes,,,,
California,Paramount Unified School District,Buena Vista High,,Unranked,N/A,,,,,,,,,,3717 MICHELSON ST,"LAKEWOOD, CA 90712",193,N/A,Yes,,,,
California,Fresno Unified School District,Bullard High,,Unranked,26,42.00%,48.00%,,,,,,,,5445 NORTH PALM AVE,"FRESNO, CA 93704","2,545",N/A,Yes,42.00%,49.00%,3.3,48.00%
California,San Francisco Unified School District,Burton (Phillip And Sala) Academic High,,Unranked,20.2,30.0%,43.00%,,,,,,,,400 MANSELL ST,"SAN FRANCISCO, CA 94134",875,63.00%,Yes,30.0%,55.00%,2.9,43.00%
California,Burton Elementary,Burton Pathways Charter Academy,,Unranked,N/A,,,,,,,,,,1414 WEST OLIVE AVE,"PORTERVILLE, CA 93257",96,97.00%,Yes,,,,
California,Oakland Unified School District,Business And Information Technology High,,Unranked,23.8,58.00%,18.00%,,,,,,,,8610 MACARTHUR BLVD,"OAKLAND, CA 94605",195,73.00%,Yes,58.00%,22.00%,2,18.00%
California,Sutter Union High,Butte View High,,Unranked,N/A,,,,,,,,,,2665 ACACIA ST,"SUTTER, CA 95982",33,N/A,No,,,,
California,Porterville Unified School District,Butterfield Charter High,,Unranked,N/A,,,,,,,,,,900 WEST PIONEER AVE,"PORTERVILLE, CA 93257",300,N/A,Yes,,,,
California,Sacramento City Unified School District,C. K. Mcclatchy High,,Unranked,26.8,33.00%,70.0%,,,,,,,,3066 FREEPORT BLVD,"SACRAMENTO, CA 95818","2,365",0%,Yes,33.00%,77.00%,3.1,70.0%
California,Los Angeles Unified School District,C. Morley Sellery Special Education Center,,Unranked,N/A,,,,,,,,,,15805 SOUTH BUDLONG AVE,"GARDENA, CA 90247",108,N/A,Yes,,,,
California,Long Beach Unified School District,Cabrillo High,,Unranked,16.2,31.00%,23.00%,,,,,,,,2001 SANTA FE AVE,"LONG BEACH, CA 90810","3,164",N/A,Yes,31.00%,36.00%,2.1,23.00%
California,Woodland Joint Unified School District,Cache Creek High (Continuation),,Unranked,N/A,,,,,,,,,,145 SECOND ST,"YOLO, CA 95697",181,N/A,Yes,,,,
California,San Bernardino City Unified School District,Cajon High,,Unranked,15.2,10.0%,26.00%,,,,,,,,1200 HILL DR,"SAN BERNARDINO, CA 92407","2,716",0.100%,Yes,10.0%,39.00%,2.2,26.00%
California,Los Angeles Unified School District,Cal Burke High,,Unranked,N/A,,,,,,,,,,14630 LANARK ST,"PANORAMA CITY, CA 91402",194,N/A,Yes,,,,
California,Calaveras Unified School District,Calaveras High,,Unranked,12.4,17.00%,60.0%,,,,,,,,350 HIGH SCHOOL ST,"SAN ANDREAS, CA 95249","1,016",N/A,Yes,17.00%,66.00%,2.7,60.0%
California,Milpitas Unified School District,Calaveras Hills,,Unranked,N/A,,,,,,,,,,1331 EAST CALAVERAS BLVD,"MILPITAS, CA 95035",169,N/A,Yes,,,,
California,Calexico Unified School District,Calexico High,,Unranked,25.3,30.0%,45.00%,,,,,,,,1030 ENCINAS AVE,"CALEXICO, CA 92231","2,161",N/A,Yes,30.0%,78.00%,3.5,45.00%
California,Los Angeles Unified School District,California Academy for Liberal Studies Early College High School,,Unranked,N/A,,,,,,,,,,350 SOUTH FIGUEROA ST,"LOS ANGELES, CA 90010",293,N/A,Yes,,,,
California,Twin Rivers Unified School District,California Aerospace Academy,,Unranked,N/A,,,,,,,,,,5727 PERRIN AVE,"MCCLELLAN, CA 95652",149,48.00%,Yes,,,,
California,Mojave Unified School District,California City High,,Unranked,6.4,14.00%,22.00%,,,,,,,,8567 BOLDEN AVE,"CALIFORNIA CITY, CA 93505",481,99.00%,Yes,14.00%,27.00%,1.8,22.00%
California,Whittier Union High,California High,,Unranked,19.7,29.00%,42.00%,,,,,,,,9800 SOUTH MILLS AVE,"WHITTIER, CA 90604","3,093",N/A,Yes,29.00%,56.00%,2.7,42.00%
California,Tracy Joint Unified School District,California Pacific Charter School North Central Ca,,Unranked,N/A,,,,,,,,,,840 APOLLO ST,"EL SEGUNDO, CA 90245",115,12.00%,No,,,,
California,Corcoran Joint Unified School District,California Pacific Charter School Of Central Calif,,Unranked,N/A,,,,,,,,,,1200 QUAIL ST 175,"NEWPORT BEACH, CA 92660",60,13.00%,No,,,,
California,Semitropic Elementary,California Pacific Charter School Of Kern,,Unranked,N/A,,,,,,,,,,840 APOLLO ST,"EL SEGUNDO, CA 90245",317,N/A,No,,,,
California,Mountain Empire Unified School District,California Pacific Charter School Of San Diego,,Unranked,N/A,,,,,,,,,,1200 QUAIL ST 175,"NEWPORT BEACH, CA 92660",240,15.00%,No,,,,
California,Bayshore Elementary,California Pacific Charter School Of San Francisco,,Unranked,N/A,,,,,,,,,,840 APOLLO ST,"EL SEGUNDO, CA 90245",64,17.00%,No,,,,
California,California School For The Deaf-Fremont (State Special Schl),California School for the Deaf-Fremont,,Unranked,N/A,,,,,,,,,,39350 GALLAUDET DR,"FREMONT, CA 94538",420,80.0%,No,,,,
California,California School For The Deaf-Riverside (State Special Schl,California School for the Deaf-Riverside,,Unranked,N/A,,,,,,,,,,3044 HORACE ST,"RIVERSIDE, CA 92506",385,82.00%,No,,,,
California,Jamestown Elementary,California Virtual Academy @ Jamestown,,Unranked,N/A,,,,,,,,,,2360 SHASTA WAY UNIT A,"SIMI VALLEY, CA 93063",294,N/A,Yes,,,,
California,Maricopa Unified School District,California Virtual Academy @ Kern,,Unranked,N/A,,,,,,,,,,2360 SHASTA WAY UNIT A,"SIMI VALLEY, CA 93065",600,N/A,Yes,,,,
California,Armona Union Elementary,California Virtual Academy @ Kings,,Unranked,N/A,,,,,,,,,,2360 SHASTA WAY UNIT A,"SIMI VALLEY, CA 93065",872,N/A,Yes,,,,
California,West Covina Unified School District,California Virtual Academy @ Los Angeles,,Unranked,N/A,,,,,,,,,,2360 SHASTA WAY UNIT A,"SIMI VALLEY, CA 93065","4,897",N/A,Yes,,,,
California,Spencer Valley Elementary,California Virtual Academy @ San Diego,,Unranked,N/A,,,,,,,,,,2360 SHASTA WAY UNIT A,"SIMI VALLEY, CA 93065","2,794",N/A,Yes,,,,
California,Stockton Unified School District,California Virtual Academy @ San Joaquin,,Unranked,N/A,,,,,,,,,,2360 SHASTA WAY UNIT A,"SIMI VALLEY, CA 93065",559,N/A,Yes,,,,
California,Jefferson Elementary,California Virtual Academy @ San Mateo,,Unranked,N/A,,,,,,,,,,2360 SHASTA WAY UNIT A,"SIMI VALLEY, CA 93065","1,246",N/A,Yes,,,,
California,Liberty Elementary,California Virtual Academy @ Sonoma,,Unranked,N/A,,,,,,,,,,2360 SHASTA WAY UNIT A,"SIMI VALLEY, CA 93065","1,159",N/A,Yes,,,,
California,Nuestro Elementary,California Virtual Academy @ Sutter,,Unranked,N/A,,,,,,,,,,2360 SHASTA WAY UNIT A,"SIMI VALLEY, CA 93065",687,N/A,Yes,,,,
California,Manteca Unified School District,Calla High,,Unranked,N/A,,,,,,,,,,130 SOUTH AUSTIN RD,"MANTECA, CA 95336",218,N/A,Yes,,,,
California,Elk Grove Unified School District,Calvine High,,Unranked,N/A,,,,,,,,,,8333 VINTAGE PARK DR,"SACRAMENTO, CA 95828",252,N/A,Yes,,,,
California,Fresno Unified School District,Cambridge Continuation High,,Unranked,N/A,,,,,,,,,,1001 SOUTH CHESTNUT,"FRESNO, CA 93727",446,99.00%,Yes,,,,
California,Coalinga-Huron Joint Unified School District,Cambridge High,,Unranked,N/A,,,,,,,,,,516 BAKER ST,"COALINGA, CA 93210",46,N/A,Yes,,,,
California,Campbell Union High,Camden Community Day,,Unranked,N/A,,,,,,,,,,2223 CAMDEN AVE,"SAN JOSE, CA 95124",38,N/A,No,,,,
California,Mountain Empire Unified School District,Campo High (Continuation),,Unranked,N/A,,,,,,,,,,31360 HWY 94,"CAMPO, CA 91906",33,N/A,Yes,,,,
California,Camptonville Elementary,Camptonville Academy,,Unranked,N/A,,,,,,,,,,922 G ST,"MARYSVILLE, CA 95901",358,N/A,Yes,,,,
California,South Monterey County Joint Union High,Candy Butler Continuation High,,Unranked,N/A,,,,,,,,,,760 BROADWAY ST,"KING CITY, CA 93930",124,N/A,Yes,,,,
California,Los Angeles Unified School District,Canoga Park Senior High,,Unranked,34.9,49.00%,37.00%,,,,,,,,6850 TOPANGA CANYON BLVD,"CANOGA PARK, CA 91303","1,731",N/A,Yes,49.00%,61.00%,2.4,37.00%
California,Orange Unified School District,Canyon Hills,,Unranked,N/A,,,,,,,,,,260 SOUTH IMPERIAL HWY,"ANAHEIM, CA 92807",140,N/A,Yes,,,,
California,Monrovia Unified School District,Canyon Oaks High,,Unranked,N/A,,,,,,,,,,930 ROYAL OAKS DR,"MONROVIA, CA 91016",147,61.00%,Yes,,,,
California,Hesperia Unified School District,Canyon Ridge High,,Unranked,N/A,,,,,,,,,,12850 MUSCATEL AVE,"HESPERIA, CA 92344",231,N/A,Yes,,,,
California,Moreno Valley Unified School District,Canyon Springs High,,Unranked,13.5,22.00%,36.00%,,,,,,,,23100 COUGAR CANYON DR,"MORENO VALLEY, CA 92557","2,619",N/A,Yes,22.00%,50.0%,3.6,36.00%
California,Sacramento City Unified School District,Capital City Independent Study,,Unranked,N/A,,,,,,,,,,7222 24TH ST,"SACRAMENTO, CA 95823",798,N/A,Yes,,,,
California,San Mateo Union High,Capuchino High,,Unranked,41.3,0.400%,100%,,,,,,,,1501 MAGNOLIA DR,"SAN BRUNO, CA 94066","1,127",N/A,Yes,0.400%,100%,1,100%
California,San Bernardino City Unified School District,Carden Virtual Academy,,Unranked,N/A,,,,,,,,,,1184 WEST SECOND ST,"SAN BERNARDINO, CA 92410",457,N/A,No,,,,
California,San Joaquin County Office Of Education,Career & Technical High,,Unranked,N/A,,,,,,,,,,2829 TRANSWORLD DR,"STOCKTON, CA 95206",171,98.00%,No,,,,
California,Konocti Unified School District,Carle (William C.) High (Continuation),,Unranked,N/A,,,,,,,,,,9345 WINCHESTER ST,"LOWER LAKE, CA 95457",106,N/A,Yes,,,,
California,Carlsbad Unified School District,Carlsbad Village Academy,,Unranked,N/A,,,,,,,,,,1640 MAGNOLIA AVE,"CARLSBAD, CA 92008",127,98.00%,Yes,,,,
California,Carmel Unified School District,Carmel Valley High,,Unranked,N/A,,,,,,,,,,27335 SCHULTE RD,"CARMEL, CA 93923",27,N/A,No,,,,
California,Los Angeles Unified School District,Carson Senior High,,Unranked,24.1,49.00%,16.00%,,,,,,,,22328 SOUTH MAIN ST,"CARSON, CA 90745","2,821",N/A,Yes,49.00%,33.00%,2.8,16.00%
California,Fresno Unified School District,Carter G. Woodson Public Charter,,Unranked,N/A,,,,,,,,,,3333 NORTH BOND AVE,"FRESNO, CA 93726",406,N/A,Yes,,,,
California,Caruthers Unified School District,Caruthers High,,Unranked,19.5,40.0%,23.00%,,,,,,,,2580 WEST TAHOE AVE,"CARUTHERS, CA 93609",532,N/A,Yes,40.0%,32.00%,2.5,23.00%
California,Sweetwater Union High,Castle Park Senior High School,,Unranked,29.4,35.00%,50.0%,,,,,,,,1395 HILLTOP DR,"CHULA VISTA, CA 91911","1,657",N/A,Yes,35.00%,78.00%,2.5,50.0%
California,Del Norte County Office Of Education,Castle Rock,,Unranked,N/A,,,,,,,,,,1260 GLENN ST,"CRESCENT CITY, CA 95531",336,N/A,Yes,,,,
California,Los Angeles Unified School District,Cds Secondary,,Unranked,N/A,,,,,,,,,,333 SOUTH BEAUDRY AVE 25TH F,"LOS ANGELES, CA 90017",278,N/A,Yes,,,,
California,Corning Union High,Centennial Continuation High,,Unranked,N/A,,,,,,,,,,250 EAST FIG LN,"CORNING, CA 96021",57,N/A,Yes,,,,
California,Compton Unified School District,Centennial High,,Unranked,12.7,24.00%,25.00%,,,,,,,,2606 NORTH CENTRAL AVE,"COMPTON, CA 90222","1,138",N/A,Yes,24.00%,38.00%,2.5,25.00%
